self.name,home_geom_CRS.location.x,home_geom_CRS.location.y,time
pessoas26,11.056842687767437,0.17468947180974936,23580.0
pessoas61,11.056842687767437,0.17468947180974936,23580.0
pessoas115,11.056842687767437,0.17468947180974936,23580.0
pessoas175,11.056842687767437,0.17468947180974936,23580.0
pessoas179,11.056842687767437,0.17468947180974936,23580.0
pessoas231,11.056842687767437,0.17468947180974936,23580.0
pessoas262,11.056842687767437,0.17468947180974936,23580.0
pessoas288,11.056842687767437,0.17468947180974936,23580.0
pessoas308,11.056842687767437,0.17468947180974936,23580.0
pessoas345,11.056842687767437,0.17468947180974936,23580.0
pessoas362,11.056842687767437,0.17468947180974936,23580.0
pessoas368,11.056842687767437,0.17468947180974936,23580.0
pessoas387,11.056842687767437,0.17468947180974936,23580.0
pessoas66,11.056842687767437,0.17468947180974936,23700.0
pessoas91,11.056842687767437,0.17468947180974936,23700.0
pessoas113,11.056842687767437,0.17468947180974936,23700.0
pessoas133,11.056842687767437,0.17468947180974936,23700.0
pessoas219,11.056842687767437,0.17468947180974936,23700.0
pessoas342,11.056842687767437,0.17468947180974936,23700.0
pessoas444,11.056842687767437,0.17468947180974936,23700.0
pessoas74,5.966842687767437,10.824689471809748,23760.0
pessoas143,5.966842687767437,10.824689471809748,23760.0
pessoas203,11.056842687767437,0.17468947180974936,23820.0
pessoas268,11.056842687767437,0.17468947180974936,23820.0
pessoas281,11.056842687767437,0.17468947180974936,23820.0
pessoas295,11.056842687767437,0.17468947180974936,23820.0
pessoas380,11.056842687767437,0.17468947180974936,23820.0
pessoas458,11.056842687767437,0.17468947180974936,23820.0
pessoas472,11.056842687767437,0.17468947180974936,23820.0
pessoas489,11.056842687767437,0.17468947180974936,23820.0
pessoas491,11.056842687767437,0.17468947180974936,23820.0
pessoas499,11.056842687767437,0.17468947180974936,23820.0
pessoas193,10.286842687767438,2.56468947180975,23880.0
pessoas16,11.056842687767437,0.17468947180974936,23940.0
pessoas21,11.056842687767437,0.17468947180974936,23940.0
pessoas65,11.056842687767437,0.17468947180974936,23940.0
pessoas79,11.056842687767437,0.17468947180974936,23940.0
pessoas286,11.056842687767437,0.17468947180974936,23940.0
pessoas321,11.056842687767437,0.17468947180974936,23940.0
pessoas402,11.056842687767437,0.17468947180974936,23940.0
pessoas404,11.056842687767437,0.17468947180974936,23940.0
pessoas406,11.056842687767437,0.17468947180974936,23940.0
pessoas417,11.056842687767437,0.17468947180974936,23940.0
pessoas453,11.056842687767437,0.17468947180974936,23940.0
pessoas239,6.0868426877674375,14.354689471809749,24120.0
pessoas485,4.845332122851458,11.793168813702291,24540.0
pessoas97,6.447982114309918,4.013733862088877,25260.0
pessoas168,5.456842687767438,17.40468947180975,25980.0
pessoas274,5.456842687767438,17.40468947180975,25980.0
pessoas53,11.056842687767437,0.17468947180974936,26100.0
pessoas58,11.056842687767437,0.17468947180974936,26100.0
pessoas230,11.056842687767437,0.17468947180974936,26100.0
pessoas238,11.056842687767437,0.17468947180974936,26100.0
pessoas243,11.056842687767437,0.17468947180974936,26100.0
pessoas266,11.056842687767437,0.17468947180974936,26100.0
pessoas294,11.056842687767437,0.17468947180974936,26100.0
pessoas310,11.056842687767437,0.17468947180974936,26100.0
pessoas397,11.056842687767437,0.17468947180974936,26100.0
pessoas449,11.056842687767437,0.17468947180974936,26100.0
pessoas20,10.286842687767438,2.56468947180975,26160.0
pessoas22,11.056842687767437,0.17468947180974936,26220.0
pessoas50,11.056842687767437,0.17468947180974936,26220.0
pessoas72,11.056842687767437,0.17468947180974936,26220.0
pessoas192,11.056842687767437,0.17468947180974936,26220.0
pessoas212,11.056842687767437,0.17468947180974936,26220.0
pessoas221,11.056842687767437,0.17468947180974936,26220.0
pessoas300,11.056842687767437,0.17468947180974936,26220.0
pessoas327,11.056842687767437,0.17468947180974936,26220.0
pessoas355,11.056842687767437,0.17468947180974936,26220.0
pessoas445,11.056842687767437,0.17468947180974936,26220.0
pessoas296,5.966842687767437,10.824689471809748,26280.0
pessoas5,11.056842687767437,0.17468947180974936,26340.0
pessoas160,11.056842687767437,0.17468947180974936,26340.0
pessoas271,11.056842687767437,0.17468947180974936,26340.0
pessoas492,11.056842687767437,0.17468947180974936,26340.0
pessoas496,11.056842687767437,0.17468947180974936,26340.0
pessoas430,6.0868426877674375,14.354689471809749,26400.0
pessoas89,10.286842687767438,2.56468947180975,26460.0
pessoas101,11.056842687767437,0.17468947180974936,26460.0
pessoas118,11.056842687767437,0.17468947180974936,26460.0
pessoas211,11.056842687767437,0.17468947180974936,26460.0
pessoas234,11.056842687767437,0.17468947180974936,26460.0
pessoas298,11.056842687767437,0.17468947180974936,26460.0
